time  x      y      z      groundspeedxy  groundspeedxz  groundspeedxyz  trackanglexy  trackanglexz  trackanglexyz  airspeedxy  airspeedxz  airspeedxyz  courseanglexy  courseanglexz  courseanglexyz  driftanglexy  driftanglexz  driftanglexyz  
0.00  -0.866 0.136  -0.322 
0.03  -0.864 0.154  -0.316 0.54           0.22           0.57            82.00         -70.16        82.54          0.62        0.38        0.66         58.56          -32.49         60.33           23.44         -37.66        22.21          
0.07  -0.865 0.171  -0.315 0.50           0.04           0.50            93.65         -138.25       93.65          0.54        0.22        0.55         66.37          -7.42          66.41           27.28         -130.83       27.24          
0.10  -0.854 0.185  -0.319 0.53           0.35           0.54            52.74         23.72         54.19          0.71        0.59        0.72         36.36          13.82          37.82           16.38         9.90          16.37          
0.13  -0.849 0.202  -0.321 0.54           0.16           0.54            73.33         15.29         73.38          0.66        0.41        0.66         51.88          5.96           51.98           21.44         9.34          21.40          
0.17  -0.844 0.217  -0.328 0.48           0.27           0.53            71.80         56.26         73.57          0.61        0.46        0.65         48.91          29.44          51.96           22.89         26.81         21.60          
0.20  -0.834 0.232  -0.335 0.53           0.36           0.57            55.28         33.73         57.84          0.70        0.59        0.73         38.28          20.05          41.01           17.00         13.67         16.83          
0.23  -0.824 0.247  -0.330 0.54           0.33           0.56            56.25         -25.08        57.47          0.71        0.57        0.72         39.23          -14.32         40.54           17.03         -10.76        16.93          
0.27  -0.816 0.251  -0.334 0.27           0.26           0.29            27.22         23.19         33.80          0.50        0.50        0.51         14.12          11.83          18.12           13.10         11.36         15.68          
0.30  -0.802 0.261  -0.333 0.54           0.44           0.54            36.18         -1.70         36.20          0.76        0.69        0.76         24.93          -1.08          24.95           11.25         -0.62         11.25          
0.33  -0.784 0.264  -0.335 0.53           0.53           0.53            8.74          5.46          10.26          0.78        0.78        0.78         5.95           3.71           7.00            2.79          1.75          3.26           
0.37  -0.769 0.275  -0.332 0.56           0.46           0.56            36.27         -10.03        37.05          0.77        0.70        0.78         25.23          -6.48          25.86           11.04         -3.55         11.18          
0.40  -0.758 0.291  -0.324 0.57           0.40           0.62            55.89         -36.52        58.80          0.74        0.62        0.78         39.70          -22.61         42.88           16.19         -13.91        15.92          
0.43  -0.748 0.299  -0.315 0.40           0.41           0.48            39.24         -41.11        50.08          0.61        0.62        0.67         24.26          -25.71         33.40           14.98         -15.40        16.68          
0.47  -0.745 0.309  -0.289 0.31           0.79           0.84            73.73         -83.80        84.18          0.45        0.86        0.90         41.15          -66.91         68.22           32.58         -16.88        15.96          
0.50  -0.746 0.325  -0.263 0.48           0.78           0.92            91.75         -91.08        90.92          0.54        0.82        0.95         63.96          -73.25         75.63           27.79         -17.83        15.29          
0.53  -0.734 0.330  -0.243 0.38           0.71           0.72            22.80         -60.41        61.09          0.62        0.86        0.87         13.78          -45.79         46.58           9.01          -14.62        14.51          
0.57  -0.728 0.330  -0.224 0.17           0.59           0.59            -3.46         -72.96        72.97          0.42        0.71        0.71         -1.42          -53.25         53.26           -2.04         -19.71        19.71          
0.60  -0.725 0.334  -0.196 0.14           0.83           0.83            55.34         -84.29        84.35          0.35        0.89        0.89         19.70          -67.99         68.20           35.64         -16.29        16.15          
0.63  -0.715 0.323  -0.153 0.45           1.33           1.37            -45.91        -76.26        76.67          0.65        1.41        1.45         -29.97         -66.37         67.01           -15.94        -9.90         9.66           
0.67  -0.709 0.315  -0.129 0.29           0.73           0.77            -54.52        -76.45        77.14          0.48        0.82        0.86         -29.63         -59.27         60.62           -24.89        -17.18        16.52          
0.70  -0.699 0.315  -0.107 0.29           0.73           0.73            -1.96         -66.27        66.27          0.54        0.86        0.86         -1.06          -50.90         50.90           -0.90         -15.37        15.37          
0.73  -0.694 0.315  -0.079 0.15           0.85           0.85            1.01          -79.86        79.86          0.40        0.92        0.92         0.38           -64.41         64.41           0.64          -15.45        15.45          
0.77  -0.690 0.324  -0.047 0.31           0.97           1.01            64.24         -82.11        82.42          0.47        1.04        1.07         35.79          -68.28         69.05           28.45         -13.83        13.36          
0.80  -0.678 0.333  -0.020 0.44           0.88           0.92            37.59         -66.65        67.72          0.66        1.00        1.04         24.14          -53.44         54.86           13.45         -13.21        12.86          
0.83  -0.665 0.349  0.003  0.63           0.80           0.93            49.16         -58.91        63.68          0.82        0.96        1.07         35.80          -45.96         51.58           13.36         -12.95        12.11          
0.87  -0.646 0.367  0.013  0.79           0.65           0.85            44.48         -30.27        48.80          0.98        0.88        1.04         34.21          -22.00         38.34           10.27         -8.27         10.46          
0.90  -0.642 0.391  0.022  0.73           0.27           0.77            81.76         -67.54        82.22          0.80        0.44        0.84         63.84          -35.47         65.12           17.93         -32.07        17.10          
0.93  -0.622 0.408  0.015  0.78           0.63           0.81            39.78         19.37         42.11          0.98        0.87        1.01         30.42          13.92          32.51           9.36          5.44          9.59           
0.97  -0.611 0.413  0.008  0.39           0.41           0.44            22.91         29.96         35.55          0.62        0.64        0.66         13.94          18.70          22.77           8.97          11.26         12.79          
1.00  -0.594 0.420  -0.006 0.54           0.64           0.68            24.18         39.66         43.31          0.78        0.85        0.88         16.62          28.85          32.07           7.57          10.81         11.24          
1.03  -0.584 0.419  -0.012 0.31           0.37           0.37            -6.69         31.98         32.43          0.56        0.59        0.60         -3.73          19.11          19.42           -2.97         12.86         13.00          
1.07  -0.578 0.407  -0.032 0.40           0.63           0.72            -62.28        73.15         75.30          0.56        0.75        0.82         -38.88         54.44          58.23           -23.40        18.71         17.07          
1.10  -0.569 0.400  -0.058 0.33           0.79           0.82            -42.18        72.24         72.90          0.54        0.90        0.93         -24.04         56.95          58.00           -18.14        15.29         14.90          
1.13  -0.567 0.381  -0.084 0.59           0.79           0.99            -81.91        84.00         85.17          0.67        0.86        1.04         -60.32         67.16          71.29           -21.59        16.85         13.89          
1.17  -0.551 0.360  -0.111 0.78           0.93           1.12            -53.91        60.43         65.88          0.95        1.08        1.25         -41.61         48.77          55.34           -12.29        11.65         10.54          
1.20  -0.537 0.351  -0.143 0.50           1.05           1.08            -31.42        66.06         66.80          0.73        1.18        1.20         -21.07         54.85          55.80           -10.35        11.21         11.00          
1.23  -0.524 0.334  -0.174 0.65           1.02           1.14            -52.63        67.29         69.84          0.82        1.14        1.25         -38.64         55.57          58.99           -13.99        11.72         10.85          
1.27  -0.511 0.316  -0.207 0.65           1.06           1.18            -52.56        68.07         70.38          0.83        1.18        1.29         -38.71         56.73          59.85           -13.85        11.34         10.53          
1.30  -0.499 0.299  -0.237 0.64           0.98           1.11            -55.62        68.28         71.01          0.81        1.09        1.21         -40.82         56.02          59.78           -14.80        12.26         11.23          
1.33  -0.477 0.280  -0.267 0.86           1.11           1.24            -40.92        54.34         58.65          1.06        1.27        1.39         -32.03         45.16          49.82           -8.90         9.18          8.83           
1.37  -0.465 0.267  -0.305 0.54           1.18           1.24            -47.23        71.79         72.78          0.73        1.28        1.34         -32.75         61.06          62.49           -14.49        10.73         10.30          
1.40  -0.448 0.260  -0.335 0.56           1.04           1.06            -23.45        60.49         61.20          0.79        1.18        1.20         -16.23         49.85          50.68           -7.22         10.64         10.53          
1.43  -0.429 0.254  -0.363 0.59           1.02           1.03            -15.98        56.01         56.50          0.84        1.18        1.19         -11.26         45.87          46.39           -4.73         10.15         10.11          
1.47  -0.406 0.252  -0.396 0.69           1.22           1.22            -4.15         55.81         55.85          0.94        1.38        1.38         -3.04          47.18          47.22           -1.10         8.63          8.63           
1.50  -0.387 0.233  -0.419 0.80           0.87           1.04            -45.68        49.72         57.38          1.00        1.05        1.20         -35.32         39.24          47.24           -10.36        10.48         10.14          
1.53  -0.362 0.222  -0.442 0.83           1.04           1.09            -23.94        43.20         46.09          1.06        1.23        1.28         -18.46         35.22          37.99           -5.48         7.98          8.10           
1.57  -0.343 0.210  -0.462 0.69           0.82           0.90            -32.40        44.74         49.64          0.91        1.02        1.08         -23.98         34.78          39.51           -8.42         9.96          10.13          
1.60  -0.318 0.193  -0.481 0.89           0.94           1.06            -33.37        37.63         45.40          1.11        1.15        1.25         -26.26         30.01          37.22           -7.11         7.62          8.18           
1.63  -0.301 0.185  -0.506 0.55           0.92           0.95            -25.95        57.17         58.38          0.79        1.07        1.10         -17.94         45.88          47.22           -8.01         11.29         11.16          
1.67  -0.271 0.165  -0.525 1.08           1.06           1.21            -33.45        31.52         42.03          1.30        1.28        1.41         -27.35         25.65          35.21           -6.10         5.87          6.82           
1.70  -0.247 0.163  -0.543 0.72           0.90           0.91            -5.81         38.09         38.32          0.96        1.11        1.11         -4.30          30.11          30.32           -1.50         7.98          8.00           
1.73  -0.221 0.149  -0.537 0.90           0.82           0.92            -27.63        -12.78        29.70          1.13        1.07        1.14         -21.74         -9.80          23.49           -5.89         -2.97         6.21           
1.77  -0.199 0.140  -0.538 0.70           0.65           0.70            -21.72        0.49          21.73          0.94        0.90        0.94         -16.08         0.35           16.08           -5.64         0.14          5.64           
1.80  -0.180 0.140  -0.519 0.56           0.79           0.79            -0.74         -44.38        44.38          0.81        0.98        0.98         -0.51          -34.12         34.12           -0.23         -10.26        10.26          
