x,y
-18.52260198, 24.862385321100902
-16.4277839, 23.669724770642183
-14.66372657, 22.752293577981632
-12.34840132, 22.385321100917427
-10.47409041, 22.11009174311924
-8.379272326, 21.100917431192638
-6.504961411, 19.449541284403654
-5.071664829, 18.89908256880734
-3.41786108, 17.798165137614685
-3.969128997, 15.596330275229363
-4.630650496, 14.220183486238522
-3.74862183, 12.75229357798166
-2.535832415, 12.752293577981643
-1.212789416, 13.11926605504588
0.22050716648291427, 15.137614678899071
1.2127894156560106, 15.779816513761446
2.646085997794933, 15.871559633027504
4.410143329658214, 15.688073394495376
6.284454244762959, 15.045871559633005
7.276736493936057, 14.311926605504564
8.048511576626241, 12.477064220183475
9.922822491730983, 12.29357798165137
12.348401323042998, 13.394495412844023
13.561190738699004, 14.311926605504592
15.435501653803755, 14.128440366972473
16.868798235942673, 13.577981651376124
18.081587651598678, 13.761467889908262
20.066152149944877, 14.220183486238504
21.16868798235943, 15.321100917431187
22.271223814773982, 16.238532110091736
23.042998897464166, 18.165137614678876
24.58654906284455, 18.07339449541284
26.019845644983462, 17.431192660550426
27.342888643880933, 15.596330275229363
28.224917309812575, 14.22018348623851
29.768467475192942, 14.403669724770626
30.650496141124584, 15.779816513761446
30.760749724366047, 17.06422018348623
31.201764057331868, 18.532110091743096
32.30429988974641, 19.08256880733945
33.84785006, 19.999999999999993
35.61190738699008, 21.376146788990805
37.48621830209482, 21.376146788990802
39.80154355, 22.385321100917412
41.01433296582139, 21.743119266055032
41.78610804851157, 22.293577981651364
41.12458654906285, 24.128440366972463
40.68357221609703, 25.871559633027513
41.01433296582139, 27.706422018348608
42.11686879823595, 28.62385321100914
43.880926130099226, 27.33944954128438
45.75523704520398, 26.05504587155962
46.747519294377064, 24.311926605504567
47.29878721058435, 22.293577981651353
48.62183020948181, 20.825688073394485
49.61411245865491, 19.449541284403658
49.94487320837928, 17.33944954128439
51.37816979051819, 16.055045871559624
52.70121278941566, 14.587155963302747
53.58324145534731, 12.660550458715589
54.024255788313134, 10.825688073394499
56.008820286659315, 9.266055045871568
58.10363836824697, 7.614678899082567
59.97794928, 5.871559633027528
61.190738699007724, 4.036697247706414
63.17530319735392, 4.128440366972474
64.82910694597575, 4.403669724770651
66.37265711135612, 6.146788990825692
67.47519294377067,7.798165138
68.57772877618523, 9.541284403669717
68.57772877618523, 10.733944954128436
68.90848953, 12.201834862385319
68.90848953, 13.302752293577976
69.79051819184124, 13.853211009174311
69.01874310915106, 15.137614678899068
68.35722160970231, 16.146788990825684
68.90848953, 17.247706422018336
68.90848952590959, 18.899082568807323
69.12899669, 20.091743119266035
68.46747519294377, 21.651376146788976
67.36493936052922, 22.935779816513747
66.81367144432194, 24.495412844036686
66.81367144432194, 25.688073394495394
67.80595369349504, 26.697247706421997
69.57001102535831, 27.981651376146758
71.00330760749726, 29.44954128440365
72.10584343991181, 30.642201834862362
73.53914002205072, 31.743119266055018
74.97243660418961, 33.027522935779785
76.51598676957002, 32.568807339449506
77.83902976846748, 31.651376146788955
79.71334068357223, 31.559633027522906
81.14663726571114, 31.376146788990795
82.13891951488426, 29.99999999999998
82.69018743109152, 27.61467889908255
83.46196251378169, 25.412844036697226
83.57221609702316, 24.220183486238508
84.67475193, 23.57798165137613
84.78500551267916,22.20183486
84.8952591, 20.82568807339448
84.45424476295479, 19.816513761467874
83.13120176405734, 18.165137614678883
83.02094818081588, 16.88073394495412
83.02094818081588, 14.954128440366961
82.9106946, 12.93577981651376
82.13891951488425, 11.376146788990823
81.14663726571114, 9.724770642201834
81.80815876515987, 8.623853211009166
84.01323043, 8.990825688073393
86.32855567805953,10
88.64388093, 10.275229357798153
90.51819184123484, 10.550458715596326
92.50275633958104, 11.651376146788989
95.03858875413452, 12.568807339449528
97.13340683572217, 13.853211009174304
99.22822491730983, 14.770642201834859
100.88202866593166, 15.963302752293567
