time  x      y      z      groundspeedxy  groundspeedxz  groundspeedxyz  trackanglexy  trackanglexz  trackanglexyz  airspeedxy  airspeedxz  airspeedxyz  courseanglexy  courseanglexz  courseanglexyz  driftanglexy  driftanglexz  driftanglexyz  
0.00  -0.934 0.304  -0.281 
1.10  -0.811 0.240  -0.317 0.40           0.60           0.60            7.29          -47.78        47.97          0.65        0.79        0.79         4.51           -34.18         34.36           2.78          -13.60        13.61          
1.13  -0.810 0.246  -0.302 0.18           0.47           0.50            80.81         -86.45        86.68          0.33        0.54        0.57         32.60          -59.06         60.76           48.21         -27.39        25.92          
1.17  -0.811 0.267  -0.294 0.64           0.25           0.68            92.35         -96.08        92.20          0.67        0.33        0.72         70.61          -47.61         71.82           21.74         -48.47        20.38          
1.20  -0.817 0.286  -0.286 0.57           0.28           0.61            107.43        -127.79       106.23         0.55        0.23        0.59         81.72          -70.24         82.32           25.70         -57.55        23.90          
1.23  -0.817 0.302  -0.293 0.51           0.19           0.54            90.58         91.52         90.54          0.56        0.31        0.59         64.16          38.21          65.65           26.42         53.31         24.89          
1.27  -0.820 0.320  -0.301 0.53           0.27           0.58            100.44        110.61        99.40          0.54        0.30        0.60         73.34          58.59          74.96           27.10         52.02         24.44          
1.30  -0.839 0.337  -0.309 0.78           0.62           0.81            137.71        158.94        135.35         0.62        0.39        0.65         121.87         145.75         119.79          15.84         13.19         15.56          
1.33  -0.848 0.349  -0.313 0.44           0.28           0.46            124.29        151.37        122.58         0.37        0.14        0.39         89.86          89.62          89.87           34.43         61.76         32.71          
1.37  -0.859 0.365  -0.328 0.59           0.56           0.73            125.88        127.95        117.94         0.48        0.45        0.65         101.15         102.01         98.23           24.72         25.95         19.71          
1.40  -0.870 0.383  -0.336 0.62           0.41           0.67            121.26        142.04        118.75         0.53        0.26        0.59         97.69          105.91         96.96           23.57         36.13         21.79          
1.43  -0.883 0.386  -0.349 0.41           0.56           0.57            167.62        135.31        134.62         0.17        0.42        0.43         149.41         110.56         110.12          18.22         24.74         24.50          
1.47  -0.893 0.418  -0.357 1.00           0.39           1.03            107.89        141.58        107.37         0.96        0.25        0.99         93.51          103.47         93.40           14.38         38.10         13.96          
1.50  -0.904 0.422  -0.364 0.35           0.37           0.40            157.77        150.87        145.35         0.15        0.20        0.24         119.97         112.92         108.83          37.80         37.94         36.52          
1.53  -0.917 0.448  -0.383 0.85           0.70           1.04            115.86        122.38        111.06         0.78        0.60        0.97         99.05          101.77         97.21           16.81         20.61         13.85          
1.57  -0.930 0.463  -0.395 0.60           0.54           0.70            130.89        137.31        124.08         0.48        0.39        0.60         107.57         111.62         103.89          23.33         25.69         20.19          
1.60  -0.945 0.479  -0.409 0.69           0.63           0.80            133.18        138.82        125.96         0.55        0.47        0.69         113.75         118.19         108.78          19.44         20.64         17.18          
1.63  -0.962 0.492  -0.428 0.62           0.76           0.85            142.52        130.19        125.34         0.44        0.63        0.73         122.51         112.44         109.11          20.00         17.75         16.22          
1.67  -0.980 0.503  -0.443 0.66           0.71           0.79            148.76        141.94        135.28         0.46        0.54        0.64         132.39         125.27         119.21          16.37         16.67         16.07          
1.70  -1.000 0.506  -0.461 0.58           0.80           0.80            173.25        136.74        136.52         0.34        0.64        0.64         168.26         121.19         120.99          4.99          15.56         15.53          
1.73  -1.018 0.511  -0.490 0.56           1.01           1.02            162.36        121.94        121.45         0.33        0.90        0.92         149.12         108.34         108.02          13.24         13.60         13.43          
1.77  -1.032 0.516  -0.513 0.45           0.82           0.84            159.89        120.77        120.19         0.23        0.73        0.74         137.92         103.57         103.27          21.98         17.20         16.92          
1.80  -1.046 0.524  -0.538 0.50           0.87           0.90            151.48        120.43        119.23         0.30        0.77        0.81         128.43         104.21         103.56          23.06         16.22         15.67          
1.83  -1.057 0.530  -0.557 0.39           0.66           0.68            151.77        120.99        119.75         0.20        0.57        0.60         116.18         99.01          98.58           35.59         21.98         21.17          
1.87  -1.057 0.537  -0.572 0.19           0.45           0.49            85.41         88.03         88.19          0.33        0.52        0.56         36.11          59.58          61.64           49.29         28.45         26.55          
1.90  -1.060 0.544  -0.581 0.23           0.29           0.36            116.62        111.50        107.21         0.25        0.30        0.37         55.39          61.53          66.91           61.24         49.97         40.30          
1.93  -1.065 0.565  -0.590 0.64           0.31           0.69            102.98        117.48        101.90         0.63        0.29        0.69         80.19          68.69          81.02           22.79         48.80         20.88          
1.97  -1.068 0.581  -0.591 0.50           0.07           0.50            98.18         164.35        98.18          0.53        0.18        0.53         70.08          6.34           70.09           28.10         158.01        28.08          
2.00  -1.071 0.594  -0.586 0.41           0.17           0.43            104.35        -125.93       103.57         0.42        0.20        0.44         69.31          -43.08         70.40           35.04         -82.85        33.17          
2.03  -1.072 0.600  -0.583 0.16           0.10           0.19            98.84         -105.11       97.68          0.28        0.24        0.29         35.71          -22.50         39.68           63.14         -82.61        58.00          
2.07  -1.066 0.599  -0.580 0.18           0.20           0.20            -5.98         -28.87        29.30          0.42        0.43        0.44         -2.46          -12.76         12.98           -3.51         -16.11        16.32          
2.10  -1.067 0.589  -0.571 0.29           0.26           0.39            -98.06        -98.78        95.96          0.35        0.34        0.44         -53.67         -51.29         61.55           -44.39        -47.49        34.41          
2.13  -1.064 0.578  -0.551 0.34           0.62           0.70            -74.35        -81.40        82.42          0.48        0.70        0.77         -43.90         -60.72         63.73           -30.45        -20.68        18.69          
2.17  -1.057 0.569  -0.536 0.36           0.49           0.57            -53.51        -63.49        67.53          0.55        0.64        0.70         -32.14         -42.97         48.33           -21.37        -20.52        19.20          
2.20  -1.049 0.561  -0.512 0.32           0.77           0.81            -44.31        -72.63        73.34          0.53        0.88        0.91         -25.12         -56.92         58.08           -19.19        -15.71        15.26          
2.23  -1.035 0.527  -0.482 1.11           0.99           1.43            -67.89        -65.05        72.99          1.23        1.12        1.52         -57.01         -53.36         63.94           -10.89        -11.69        9.05           
2.27  -1.025 0.516  -0.441 0.44           1.26           1.30            -45.80        -76.01        76.43          0.64        1.34        1.38         -29.46         -65.59         66.27           -16.34        -10.41        10.16          
2.30  -1.015 0.502  -0.403 0.52           1.16           1.24            -55.71        -75.43        76.35          0.69        1.25        1.32         -38.36         -64.28         65.77           -17.35        -11.15        10.58          
2.33  -1.004 0.480  -0.368 0.75           1.10           1.29            -61.96        -71.42        74.13          0.89        1.21        1.38         -47.67         -60.10         64.07           -14.29        -11.32        10.06          
2.37  -0.987 0.468  -0.330 0.62           1.26           1.30            -34.87        -65.93        66.90          0.84        1.38        1.42         -25.09         -56.38         57.59           -9.78         -9.55         9.31           
2.40  -0.973 0.453  -0.290 0.63           1.27           1.35            -47.83        -70.64        71.86          0.82        1.38        1.45         -34.72         -60.76         62.44           -13.11        -9.88         9.42           
2.43  -0.957 0.438  -0.246 0.62           1.42           1.48            -42.94        -71.18        72.00          0.83        1.52        1.57         -31.03         -62.19         63.31           -11.91        -8.98         8.69           
2.47  -0.938 0.418  -0.216 0.84           1.06           1.22            -46.86        -57.24        62.06          1.03        1.21        1.36         -36.62         -47.27         52.71           -10.24        -9.97         9.35           
2.50  -0.915 0.406  -0.198 0.78           0.88           0.95            -28.47        -38.61        43.99          1.01        1.09        1.15         -21.68         -30.35         35.28           -6.79         -8.26         8.70           
2.53  -0.891 0.396  -0.186 0.78           0.81           0.86            -21.24        -25.81        31.82          1.02        1.04        1.08         -16.14         -19.80         24.79           -5.10         -6.01         7.03           
2.57  -0.870 0.379  -0.183 0.82           0.65           0.83            -38.62        -6.66         38.91          1.03        0.90        1.03         -29.90         -4.80          30.16           -8.72         -1.85         8.75           
2.60  -0.855 0.362  -0.190 0.68           0.49           0.70            -48.02        23.62         50.06          0.86        0.73        0.89         -35.59         15.72          37.56           -12.43        7.89          12.50          
2.63  -0.841 0.347  -0.207 0.61           0.65           0.79            -48.20        51.50         59.28          0.80        0.83        0.94         -34.66         37.85          46.13           -13.54        13.65         13.15          
2.67  -0.831 0.323  -0.232 0.79           0.81           1.09            -68.16        68.75         74.41          0.91        0.93        1.18         -53.38         54.19          62.63           -14.78        14.55         11.77          
2.70  -0.829 0.330  -0.254 0.21           0.68           0.71            71.89         84.53         84.74          0.37        0.75        0.77         32.21          65.05          65.94           39.68         19.48         18.81          
2.73  -0.829 0.295  -0.289 1.04           1.04           1.47            -90.03        90.03         90.02          1.07        1.07        1.49         -76.48         76.46          80.34           -13.55        13.57         9.68           
2.77  -0.825 0.277  -0.320 0.56           0.93           1.08            -77.86        82.71         83.72          0.66        0.99        1.13         -56.15         68.25          71.07           -21.72        14.46         12.65          
2.80  -0.822 0.250  -0.364 0.79           1.34           1.56            -83.40        86.11         86.65          0.86        1.38        1.59         -66.59         75.72          77.63           -16.81        10.39         9.02           
2.83  -0.827 0.226  -0.391 0.74           0.81           1.09            -100.52       99.62         97.14          0.74        0.81        1.09         -81.07         81.84          83.96           -19.45        17.78         13.18          
2.87  -0.822 0.217  -0.421 0.32           0.90           0.94            -61.03        80.14         80.58          0.49        0.98        1.02         -34.62         65.53          66.53           -26.41        14.60         14.05          
2.90  -0.815 0.210  -0.459 0.29           1.17           1.19            -43.00        79.70         79.84          0.50        1.24        1.26         -23.02         68.26          68.54           -19.98        11.44         11.30          
2.93  -0.805 0.214  -0.479 0.31           0.66           0.67            19.14         63.52         63.85          0.56        0.81        0.81         10.65          47.42          47.84           8.48          16.10         16.02          
